개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,관리주체,데이터갱신시점,도로명주소,병상수,상세영업상태명,상세영업상태코드,영업상태코드,의료기관종별명,의료인수,입원실수,전화번호,좌표정보(X),좌표정보(Y),지번주소,진료과목내용,진료과목내용명,총면적,최종수정시점
4490000,PHMA220044490042021200002,2004-12-18,,영업/정상,,,,1690,331-978,31109,가온치과병원,치과병원,U,시군구,2026-07-13 22:30:01,충청남도 천안시 서북구 동서대로 129 (성정동),0,영업중,13,01,치과병원,7,0,,212220.782921757    ,369427.963493379    ,충청남도 천안시 서북구 성정2동 1535번지,407 406 405 404 403 402 109,"마취통증의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과",1690,2026-07-12 09:52:26
4490000,PHMA220064490042021200001,2006-02-14,,영업/정상,,,,4400.2,,31109,삼성스카이병원,병원,U,시군구,2026-07-04 22:30:02,"충청남도 천안시 서북구 성정공원1길 9-4, 호원빌딩 1층,2층,4층~6층 (성정동)",200,영업중,13,01,병원,16,69,0415513391,212327.036191913    ,369485.450456321    ,충청남도 천안시 서북구 성정동 1504 호원빌딩,301 120 101,"내과, 재활의학과, 한방내과",4400.2,2026-07-03 17:23:45
4490000,PHMA220064490042021200002,2006-07-24,,취소/말소/만료/정지/중지,2009-03-24,,,0,,,천안의료소비자생활협동조합도솔요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:49,,0,직권폐업,24,04,요양병원(일반요양병원),1,0,,,,충청남도 천안시 두정동 611-1,101,내과,0,2009-12-18 13:54:37
4490000,PHMA220064490042021200003,2006-10-09,,영업/정상,,,,990,331-945,31180,우일치과병원,치과병원,U,시군구,2026-07-09 22:30:01,충청남도 천안시 서북구 서부대로 350 (쌍용동),0,영업중,13,01,치과병원,3,0,,211224.430364995    ,366355.262543142    ,충청남도 천안시 서북구 쌍용1동 220번지 13호,411 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과",990,2026-07-08 11:23:47
4490000,PHMA220074490042021200001,2007-01-29,,폐업,2010-03-04,,,0,,,그린필요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:49,,104,폐업,03,03,요양병원(일반요양병원),3,21,,,,충청남도 천안시 성정동 964,101 102 120 109 122,"내과, 신경과, 마취통증의학과, 재활의학과, 가정의학과",0,2010-12-28 16:38:57
4490000,PHMA220074490042021200002,2007-03-26,,영업/정상,,,,3497.14,,31109,천안중앙병원,정신병원,U,시군구,2026-05-30 03:03:03,충청남도 천안시 서북구 동서대로 129-16 (성정동),226,영업중,13,01,정신병원,25,50,0415610245,212233.765668493    ,369539.287273302    ,충청남도 천안시 서북구 성정동 1520 MS빌딩,122 103 102,"신경과, 정신건강의학과, 가정의학과",3497.14,2026-05-29 01:43:32
4490000,PHMA220074490042021200003,2007-06-07,,취소/말소/만료/정지/중지,2013-03-20,,,0,,,천안효요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:49,충청남도 천안시 동남구 천안대로 215 (삼룡동),179,직권폐업,24,04,요양병원(일반요양병원),6,26,,214670.392318062    ,362906.847543519    ,충청남도 천안시 삼룡동 381-22,101 122 120 102 103 106 125 109 301 306,"내과, 신경과, 정신건강의학과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과, 응급의학과, 한방내과, 한방재활의학과",0,2014-01-16 14:49:51
4490000,PHMA220084490042021200001,2008-05-02,,영업/정상,,,,5215,,31068,새로나병원,병원,U,시군구,2026-07-15 22:30:01,"충청남도 천안시 동남구 향교1길 130-23 (유량동, 새로나병원)",164,영업중,13,01,병원,49,38,0415207010,215043.589598775    ,367920.817549693    ,충청남도 천안시 동남구 유량동 398번지 1호,120 104 102,"신경과, 외과, 재활의학과",5215,2026-07-14 09:56:11
4490000,PHMA220084490042021200002,2008-02-15,,폐업,2013-09-11,,,883.87,331-172,,참조은병원,병원,I,시군구,2026-02-19 17:28:49,충청남도 천안시 서북구 동서대로 110-23 (성정동),90,폐업,03,03,병원,1,0,,211977.183256579    ,369217.057710812    ,충청남도 천안시 서북구 성정2동 544번지,101 120 114 111 122,"내과, 소아청소년과, 피부과, 재활의학과, 가정의학과",883.87,2014-11-03 17:36:09
4490000,PHMA220084490042021200003,2008-01-17,,휴업,,2026-02-20,2026-10-20,4772.32,331-959,31107,천안해울병원,병원,U,시군구,2026-05-14 03:03:03,충청남도 천안시 서북구 원두정3길 37 (두정동),57,휴업,02,02,병원,6,11,,212143.901726633    ,370237.186200327    ,충청남도 천안시 서북구 두정동 943번지,116 109 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",4772.32,2026-05-13 16:40:58
4490000,PHMA220084490042021200004,2008-05-22,,영업/정상,,,,2160,,31139,큰사랑요양병원,요양병원(일반요양병원),U,시군구,2026-07-13 22:30:01,충청남도 천안시 서북구 도원4길 7 (성정동),98,영업중,13,01,요양병원(일반요양병원),15,20,0415791190,211795.115326639    ,368714.390157289    ,충청남도 천안시 서북구 성정동 954번지,301 111 110 101,"내과, 산부인과, 소아청소년과, 한방내과",2160,2026-07-12 09:52:15
4490000,PHMA220084490042021200005,2008-06-02,,영업/정상,,,,2734,,31192,천안세인트요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:49,충청남도 천안시 동남구 구성2길 11 (구성동),112,영업중,13,01,요양병원(일반요양병원),16,22,0415520700,214189.379287335    ,366340.805448476    ,충청남도 천안시 동남구 구성동 476번지 2호,308 307 306 305 304 303 302 122 120 111 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 재활의학과, 가정의학과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",2734,2025-09-10 14:26:18
4490000,PHMA220084490042021200006,2008-10-17,,영업/정상,,,,6347,,31193,천안요양병원,요양병원(일반요양병원),U,시군구,2026-05-19 03:03:03,"충청남도 천안시 동남구 삼룡천3길 10 (구성동, 이라의료재단 천안병원)",238,영업중,13,01,요양병원(일반요양병원),37,43,0415695533,214561.34279686     ,365516.980080281    ,,101 104 111 120 122 301,"내과, 외과, 소아청소년과, 재활의학과, 가정의학과, 한방내과",6347,2026-05-18 11:44:03
4490000,PHMA220094490042021200001,2009-03-24,,영업/정상,,,,1964.33,,31163,마음애병원,정신병원,U,시군구,2026-07-21 22:30:01,"충청남도 천안시 서북구 검은들3길 60, 리치프라자 (불당동)",55,영업중,13,01,정신병원,6,15,0415665119,209759.650622619    ,367613.162108392    ,"충청남도 천안시 서북구 불당동 732번지 리치프라자 5,7,8,9층",103,정신건강의학과,1964.33,2026-07-20 12:57:20
4490000,PHMA220094490042021200002,2009-02-05,,휴업,,2026-05-20,2027-11-20,2465,330-846,31233,의료법인세온의료재단브라운요양병원,요양병원(일반요양병원),U,시군구,2026-05-21 03:03:03,충청남도 천안시 동남구 목천읍 충절로 794,159,휴업,02,02,요양병원(일반요양병원),9,31,0415531234,217792.937787602    ,363014.288900791    ,충청남도 천안시 동남구 목천읍 신계리 394번지 3호,308 301 122 104 102 101,"내과, 신경과, 외과, 가정의학과, 한방내과, 침구과",2465,2026-05-20 17:57:38
4490000,PHMA220094490042021200003,2009-04-24,,영업/정상,,,,831.69,,31174,우리척병원,병원,U,시군구,2026-07-04 22:30:02,충청남도 천안시 서북구 충무로 155 (쌍용동),52,영업중,13,01,병원,6,16,,211044.085744981    ,365848.847068219    ,충청남도 천안시 서북구 쌍용동 494-17 우리척병원,105 106 109 116,"정형외과, 신경외과, 마취통증의학과, 영상의학과",831.69,2026-07-16 11:07:30
4490000,PHMA220094490042021200004,2009-10-30,,영업/정상,,,,718.3,,31156,참조은치과병원,치과병원,I,시군구,2026-03-05 22:30:02,"충청남도 천안시 서북구 불당21로 67-8, 6층 601~603호 (불당동)",0,영업중,13,01,치과병원,5,0,0414173500,209591.482831148    ,367992.504402902    ,충청남도 천안시 서북구 불당동 1537-2,412 407 406 405 404 403,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 통합치의학과",718.3,2026-03-04 13:06:08
4490000,PHMA220104490042021200001,2010-01-13,,폐업,2020-01-15,,,1267.27,331-946,,미즈나래여성병원,병원,I,시군구,2026-02-19 17:28:48,"충청남도 천안시 서북구 충무로 158-13 (쌍용동,2필지)",60,폐업,03,03,병원,12,30,0415778888,211192.113390067    ,365734.492672786    ,충청남도 천안시 서북구 쌍용1동 395번지 9호 2필지,110,산부인과,1267.27,2020-01-15 20:08:27
4490000,PHMA220104490042021200002,2010-03-04,,폐업,2013-07-05,,,0,331-977,,그린필병원,병원,I,시군구,2026-02-19 17:28:49,충청남도 천안시 서북구 백석로 207 (성정동),117,폐업,03,03,병원,1,22,,211791.11360678     ,368665.50468679     ,충청남도 천안시 서북구 성정2동 964번지,101 120,"내과, 재활의학과",0,2013-07-05 17:38:07
4490000,PHMA220104490042021200003,2010-03-04,,영업/정상,,,,4607,331-210,31099,두정이진병원,병원,U,시군구,2026-07-13 22:30:01,충청남도 천안시 서북구 동서대로 65 (두정동),59,영업중,13,01,병원,46,36,0415792122,211575.023157984    ,369413.570416111    ,충청남도 천안시 서북구 두정동 633번지,111,소아청소년과,4607,2026-07-12 09:52:56
4490000,PHMA220104490042021200004,2010-04-21,,영업/정상,,,,3797.63,,31097,서울우리병원,병원,U,시군구,2026-06-06 03:03:03,"충청남도 천안시 서북구 한들3로 9 (백석동, 서울우리병원)",58,영업중,13,01,병원,25,15,15442822,210948.778268171    ,369227.733706904    ,충청남도 천안시 서북구 백석동 117번지,106 109 116 105,"정형외과, 신경외과, 마취통증의학과, 영상의학과",3797.63,2026-06-05 17:19:52
4490000,PHMA220104490042021200005,2010-11-12,,영업/정상,,,,7096,331-980,31159,백석요양병원,요양병원(일반요양병원),U,시군구,2026-07-09 22:30:01,충청남도 천안시 서북구 백석5길 4 (백석동),231,영업중,13,01,요양병원(일반요양병원),36,48,0415652300,211311.020811798    ,368898.32627879     ,충청남도 천안시 서북구 백석동 836번지,101 120 122 102 301 308 106 105 104,"내과, 신경과, 외과, 정형외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 침구과",7096,2026-07-08 11:23:03
4490000,PHMA220114490042021200001,2011-04-07,,취소/말소/만료/정지/중지,2012-11-06,,,0,331-946,,유림요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:49,"충청남도 천안시 서북구 쌍용19로 21 (쌍용동,외1필지)",60,직권폐업,24,04,요양병원(일반요양병원),2,9,,210752.28671311     ,365878.108591864    ,충청남도 천안시 서북구 쌍용1동 415번지 1호 외1필지,102 109 101 104 105 113 120 301,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 이비인후과, 재활의학과, 한방내과",0,2013-10-17 11:24:56
4490000,PHMA220114490042021200002,2011-06-09,,영업/정상,,,,3201.58,,31122,의료법인 혜강의료재단 혜강병원,정신병원,U,시군구,2026-07-11 22:30:01,"충청남도 천안시 동남구 대흥로 288, 화정빌딩 지하2층~지상6층 (성황동)",189,영업중,13,01,정신병원,19,44,0415558275,213277.80156708     ,368008.532168868    ,충청남도 천안시 동남구 성황동 71-1 화정빌딩,101 102 103 105 114 115 122,"내과, 신경과, 정신건강의학과, 정형외과, 피부과, 비뇨의학과, 가정의학과",3201.58,2026-07-17 03:43:30
4490000,PHMA220114490042021200003,2011-07-21,,폐업,2017-07-24,,,1382,,31131,제중요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:49,"충청남도 천안시 동남구 큰시장길 37, 2,3층 (영성동)",83,폐업,03,03,요양병원(일반요양병원),10,17,0415233575,213400.85368341     ,366772.415541689    ,"충청남도 천안시 동남구 영성동 80번지 4호 2,3층",301 302 303 304 305 306 307 308 101 105 109,"내과, 정형외과, 마취통증의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1382,2019-11-12 17:33:38
4490000,PHMA220114490042021200004,2011-09-26,,휴업,,2025-10-18,2026-10-30,894.03,,31163,의료법인아선의료재단메디케어요양병원,요양병원(일반요양병원),U,시군구,2026-04-30 03:03:03,"충청남도 천안시 서북구 검은들1길 20, 메디컬타워 5층, 7층 (불당동)",61,휴업,02,02,요양병원(일반요양병원),4,10,0415672277,209764.17872252     ,367772.382764766    ,"충청남도 천안시 서북구 불당동 705 메디컬타워, 5층, 7층",101 104 102 120 122 301 308,"내과, 신경과, 외과, 재활의학과, 가정의학과, 한방내과, 침구과",894.03,2026-04-29 11:20:03
4490000,PHMA220124490261021200001,2012-04-13,,폐업,2019-02-12,,,600.59,331-956,31166,부강병원,병원,U,시군구,2026-04-08 03:03:03,충청남도 천안시 서북구 쌍용1길 21 (쌍용동),56,폐업,03,03,병원,5,12,0415777733,210575.20818702     ,366678.430326726    ,충청남도 천안시 서북구 쌍용3동 2013번지,101 105 116 109 111 113 106,"내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과",600.59,2026-04-07 11:18:13
4490000,PHMA220134490260021200001,2013-03-14,,폐업,2014-07-02,,,543.13,,31212,의료법인금비의료재단천안믿음요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:49,"충청남도 천안시 동남구 천안대로 215 (삼룡동, 천안효요양병원)",56,폐업,03,03,요양병원(일반요양병원),1,16,,214670.392318062    ,362906.847543519    ,충청남도 천안시 동남구 삼룡동 381번지 22호 3층,101 102 122 120,"내과, 신경과, 재활의학과, 가정의학과",543.13,2015-11-13 11:08:07
4490000,PHMA220134490261021200003,2013-12-26,,영업/정상,,,,2604.26,,31133,돋움병원,병원,U,시군구,2026-05-19 03:03:03,충청남도 천안시 서북구 동서대로 110-23 (성정동),100,영업중,13,01,병원,30,21,0414152222,211995.525599993    ,369196.041993764    ,충청남도 천안시 서북구 성정동 544-7,122 120 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 재활의학과, 가정의학과",2604.26,2026-05-18 13:27:08
4490000,PHMA220144490260021200001,2014-01-08,,영업/정상,,,,4052,,31130,가야요양병원,요양병원(일반요양병원),U,시군구,2026-07-15 22:30:01,"충청남도 천안시 동남구 영성로 7 (영성동, 가야요양병원)",180,영업중,13,01,요양병원(일반요양병원),26,29,0415581000,213355.046302026    ,366407.492656816    ,충청남도 천안시 동남구 영성동 170번지 2호,301 120 104 102 101,"내과, 신경과, 외과, 재활의학과, 한방내과",4052,2026-07-14 09:57:19
4490000,PHMA220144490261021200001,2014-06-18,,취소/말소/만료/정지/중지,2016-11-23,,,4049.96,331-959,31100,의료법인금비의료재단시온척척병원,병원,I,시군구,2026-02-19 17:28:49,충청남도 천안시 서북구 두정로 187 (두정동),98,직권폐업,24,04,병원,28,0,0415231000,212215.675379092    ,370300.922660432    ,충청남도 천안시 서북구 두정동 945번지,106 105 101 114 108 116 109 104,"내과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 피부과, 영상의학과",4049.96,2016-11-23 15:34:51
4490000,PHMA220144490261021200002,2014-11-14,,영업/정상,,,,1497.7,331-946,31172,천안우리요양병원,요양병원(일반요양병원),U,시군구,2026-07-04 22:30:02,"충청남도 천안시 서북구 쌍용19로 21 (쌍용동, 유림빌딩(2,3,4층))",70,영업중,13,01,요양병원(일반요양병원),8,10,0414151004,210752.28671311     ,365878.108591864    ,충청남도 천안시 서북구 쌍용동 415번지 1호,101 104 122 120,"내과, 외과, 재활의학과, 가정의학과",1497.7,2026-07-03 17:23:55
4490000,PHMA220164490260021200001,2016-02-25,,영업/정상,,,,3065.5,,31129,의료법인 백석의료재단 한사랑요양병원,요양병원(일반요양병원),U,시군구,2026-05-19 03:03:03,"충청남도 천안시 동남구 대흥로 228 (대흥동, 삼영빌딩)",197,영업중,13,01,요양병원(일반요양병원),36,35,0415567781,213145.007534091    ,367451.618122438    ,충청남도 천안시 동남구 대흥동 80번지,301 120 106 105 101,"내과, 정형외과, 신경외과, 재활의학과, 한방내과",3065.5,2026-05-18 11:44:19
4490000,PHMA220164490260021200002,2016-04-29,,영업/정상,,,,5968.9,,31070,선한이웃요양병원,요양병원(일반요양병원),U,시군구,2026-07-22 22:30:00,충청남도 천안시 동남구 정골2길 91 (구성동),291,영업중,13,01,요양병원(일반요양병원),46,54,0415645555,215763.948910171    ,366446.346747612    ,충청남도 천안시 동남구 구성동 87번지,308 122 120 104 101,"내과, 외과, 재활의학과, 가정의학과, 침구과",5968.9,2026-07-21 13:43:11
4490000,PHMA220164490261021200001,2016-07-22,,폐업,2026-07-26,,,1964.62,,31112,제중한방병원,한방병원,U,시군구,2026-07-04 22:30:02,"충청남도 천안시 서북구 천안대로 1024-5, 1~2층 (두정동)",46,폐업,03,03,한방병원,3,21,0415682632,213531.007740088    ,370237.562618447    ,충청남도 천안시 서북구 두정동 397-4,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1964.62,2026-07-03 17:23:11
4490000,PHMA220164490261021200002,2016-11-03,,폐업,2026-04-06,,,2719.57,,31173,본정형외과병원,병원,U,시군구,2026-04-11 03:03:03,충청남도 천안시 서북구 불당대로 268 (쌍용동),60,폐업,03,03,병원,21,16,0415756000,211163.484694287    ,366480.644989024    ,충청남도 천안시 서북구 쌍용동 220-42 천안본정형외과,120 116 111 109 106 105,"정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과",2719.57,2026-04-10 15:55:16
4490000,PHMA220174490260021200001,2017-04-21,,영업/정상,,,,3605,,31191,로고스요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:48,"충청남도 천안시 동남구 청수로 123-11, 로고스요양병원 (구성동)",172,영업중,13,01,요양병원(일반요양병원),26,35,0414102100,214004.808198973    ,365919.181120029    ,충청남도 천안시 동남구 구성동 313-1 로고스요양병원,308 307 306 305 304 303 302 301 122 120 119 116 115 114 113 110 109 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",3605,2025-08-08 10:39:23
4490000,PHMA220174490260021200002,2017-08-25,,영업/정상,,,,4611,,31068,메디움천안요양병원,요양병원(일반요양병원),U,시군구,2026-06-24 03:03:03,"충청남도 천안시 동남구 유량로 180 (유량동, 메디움천안요양병원)",94,영업중,13,01,요양병원(일반요양병원),15,52,0414137100,215832.683557852    ,367761.554283653    ,충청남도 천안시 동남구 유량동 327번지 외 1필지,301 104,"외과, 한방내과",4611,2026-06-23 14:57:18
4490000,PHMA220174490261021200001,2017-01-03,,영업/정상,,,,10604.01,,31029,다나힐요양병원,요양병원(일반요양병원),U,시군구,2026-07-13 22:30:01,충청남도 천안시 서북구 직산읍 석양길 4,356,영업중,13,01,요양병원(일반요양병원),45,105,0415907777,209521.771432084    ,376009.975618255    ,충청남도 천안시 서북구 직산읍 양당리 216번지 10호,308 301 122 120 114 113 111 106 104 102 101,"내과, 신경과, 외과, 신경외과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 침구과",10604.01,2026-07-12 09:52:45
4490000,PHMA220174490261021200002,2017-01-04,,영업/정상,,,,1853,,31100,천안21세기병원,병원,I,시군구,2026-03-07 22:30:02,충청남도 천안시 서북구 부성6길 39-11 (두정동),40,영업중,13,01,병원,18,10,15227634,212230.099119945    ,370584.458871615    ,충청남도 천안시 서북구 두정동 1036번지,116 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",1853,2026-03-06 13:38:26
4490000,PHMA220174490261021200003,2017-02-14,,영업/정상,,,,2637.73,,31156,앙즈로여성병원,병원,I,시군구,2026-03-16 22:30:02,"충청남도 천안시 서북구 불당33길 1, 외1(불당25로104) (불당동)",46,영업중,13,01,병원,24,25,0415765700,209473.328854003    ,367678.58844942     ,,104 110 111,"외과, 산부인과, 소아청소년과",2637.73,2026-03-15 11:35:36
4490000,PHMA220174490261021200006,2017-04-19,,폐업,2024-04-18,,,3004.63,,31254,천안희망병원,정신병원,I,시군구,2026-02-19 17:28:48,충청남도 천안시 동남구 병천면 충절로 1782,238,폐업,03,03,정신병원,17,43,0415672580,226969.229949856    ,362368.387249723    ,충청남도 천안시 동남구 병천면 병천리 176-7,103 102 101,"내과, 신경과, 정신건강의학과",3004.63,2025-06-02 17:23:18
4490000,PHMA220184490260021200001,2018-07-26,,폐업,2020-12-14,,,1343.51,,31254,아우내요양병원,요양병원(일반요양병원),I,시군구,2026-02-19 17:28:48,충청남도 천안시 동남구 병천면 충절로 1782,60,폐업,03,03,요양병원(일반요양병원),1,10,0415518833,226969.229949856    ,362368.387249723    ,충청남도 천안시 동남구 병천면 병천리 176번지 7호,122 120 115 114 113 110 109 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",1343.51,2021-01-20 16:38:54
4490000,PHMA220184490261021200001,2018-07-09,,영업/정상,,,,3857.45,,31174,천안쌍용요양병원,요양병원(일반요양병원),U,시군구,2026-07-04 22:30:02,"충청남도 천안시 서북구 충무로 167-12, 쌍용가구백화점 2층 (쌍용동)",187,영업중,13,01,요양병원(일반요양병원),18,38,0415741777,211102.522491944    ,365944.913905637    ,충청남도 천안시 서북구 쌍용동 494번지 3호 쌍용가구백화점,308 301 122 120 106 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 침구과",3857.45,2026-07-03 17:28:34
4490000,PHMA220204490261021200001,2020-12-03,,영업/정상,,,,3809.96,,31156,천안리턴병원,병원,U,시군구,2026-07-04 22:30:02,"충청남도 천안시 서북구 불당23로 73-27, 2층,3층 2층(217~222)호 (불당동)",110,영업중,13,01,병원,48,31,0414147500,209712.890694003    ,368783.731868105    ,"충청남도 천안시 서북구 불당동 1491 2층, 3층",308 307 306 305 304 303 302 301 122 120 114 113 111 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",3809.96,2026-07-03 17:24:27
